   Komb             Odds    Kvot Spelat belopp Beräknat spelbelopp
 0- 0	 3- 1	 1- 1	     2791.49	Ej Spelad	1.00	 1
 0- 0	 3- 1	 1- 2	     7560.49	Ej Spelad	1.00	 1
 0- 0	 3- 1	 1- 3	     8813.16	Ej Spelad	1.00	 1
 0- 0	 3- 1	 1- 4	   154344.98	Ej Spelad	1.00	 1
 0- 0	 3- 1	 2- 0	     5606.39	Ej Spelad	1.00	 1
 0- 0	 3- 1	 2- 1	     5297.51	Ej Spelad	1.00	 1
 0- 0	 3- 1	 2- 2	    12500.53	Ej Spelad	1.00	 1
 0- 0	 3- 1	 2- 3	    61913.74	Ej Spelad	1.00	 1
 0- 0	 3- 1	 3- 0	    22948.97	Ej Spelad	1.00	 1
 0- 0	 3- 1	 3- 1	    23645.41	Ej Spelad	1.00	 1
 0- 0	 3- 1	 3- 2	    30300.55	Ej Spelad	1.00	 1
 0- 0	 3- 1	 3- 3	    96412.59	Ej Spelad	1.00	 1
 0- 0	 3- 1	 4- 0	    99870.38	Ej Spelad	1.00	 1
 0- 0	 3- 1	 4- 1	    77806.30	Ej Spelad	1.00	 1
 0- 0	 3- 1	 4- 2	   194645.66	Ej Spelad	1.00	 1
 0- 0	 3- 1	 4- 3	   292161.44	Ej Spelad	1.00	 1
 0- 0	 3- 1	 5- 1	   280696.91	Ej Spelad	1.00	 1
 0- 0	 3- 2	 0- 0	     6340.13	Ej Spelad	1.00	 1
 0- 0	 3- 2	 0- 1	     2612.29	Ej Spelad	1.00	 1
 0- 0	 3- 2	 0- 2	    18695.09	Ej Spelad	1.00	 1
 0- 0	 3- 2	 0- 3	    38049.93	Ej Spelad	1.00	 1
 0- 0	 3- 2	 0- 4	   168113.47	Ej Spelad	1.00	 1
 0- 0	 3- 2	 1- 0	     5581.05	Ej Spelad	1.00	 1
 0- 0	 3- 2	 1- 1	     7551.96	Ej Spelad	1.00	 1
 0- 0	 3- 2	 1- 2	     5877.82	Ej Spelad	1.00	 1
 0- 0	 3- 2	 1- 3	    77128.12	Ej Spelad	1.00	 1
 0- 0	 3- 2	 1- 4	   252201.11	Ej Spelad	1.00	 1
 0- 0	 3- 2	 2- 0	    10573.11	Ej Spelad	1.00	 1
 0- 0	 3- 2	 2- 1	    12531.10	Ej Spelad	1.00	 1
 0- 0	 3- 2	 2- 2	    41305.36	Ej Spelad	1.00	 1
 0- 0	 3- 2	 3- 0	    47342.73	Ej Spelad	1.00	 1
 0- 0	 3- 2	 3- 1	    30243.47	Ej Spelad	1.00	 1
 0- 0	 3- 2	 3- 2	    64277.28	Ej Spelad	1.00	 1
 0- 0	 3- 2	 3- 3	   383281.69	Ej Spelad	1.00	 1
 0- 0	 3- 2	 4- 0	   155795.80	Ej Spelad	1.00	 1
 0- 0	 3- 2	 4- 1	   194563.56	Ej Spelad	1.00	 1
 0- 0	 3- 2	 4- 2	   194923.70	Ej Spelad	1.00	 1
 0- 0	 3- 3	 0- 0	     7841.21	Ej Spelad	1.00	 1
 0- 0	 3- 3	 0- 1	    28074.57	Ej Spelad	1.00	 1
 0- 0	 3- 3	 0- 2	    38053.05	Ej Spelad	1.00	 1
 0- 0	 3- 3	 0- 3	   126279.76	Ej Spelad	1.00	 1
 0- 0	 3- 3	 1- 0	    22674.15	Ej Spelad	1.00	 1
 0- 0	 3- 3	 1- 1	     8816.50	Ej Spelad	1.00	 1
 0- 0	 3- 3	 1- 2	    77099.73	Ej Spelad	1.00	 1
 0- 0	 3- 3	 1- 3	   189254.53	Ej Spelad	1.00	 1
 0- 0	 3- 3	 2- 0	    37499.33	Ej Spelad	1.00	 1
 0- 0	 3- 3	 2- 1	    61928.43	Ej Spelad	1.00	 1
 0- 0	 3- 3	 3- 0	    91137.26	Ej Spelad	1.00	 1
 0- 0	 3- 3	 3- 1	    96309.01	Ej Spelad	1.00	 1
 0- 0	 3- 3	 3- 2	   382881.75	Ej Spelad	1.00	 1
 0- 0	 3- 3	 4- 1	   292312.09	Ej Spelad	1.00	 1
 0- 0	 3- 4	 0- 0	   112033.28	Ej Spelad	1.00	 1
 0- 0	 3- 4	 0- 1	    76104.50	Ej Spelad	1.00	 1
 0- 0	 3- 4	 0- 2	   168122.95	Ej Spelad	1.00	 1
 0- 0	 3- 4	 1- 0	    35289.23	Ej Spelad	1.00	 1
 0- 0	 3- 4	 1- 1	   154351.08	Ej Spelad	1.00	 1
 0- 0	 3- 4	 1- 2	   252297.83	Ej Spelad	1.00	 1
 0- 0	 3- 4	 2- 0	   247686.19	Ej Spelad	1.00	 1
 0- 0	 3- 4	 3- 0	   385178.91	Ej Spelad	1.00	 1
 0- 0	 3- 5	 0- 0	   380148.41	Ej Spelad	1.00	 1
 0- 0	 4- 0	 0- 0	     7280.33	Ej Spelad	1.00	 1
 0- 0	 4- 0	 0- 1	     8329.93	Ej Spelad	1.00	 1
 0- 0	 4- 0	 0- 2	    22328.60	Ej Spelad	1.00	 1
 0- 0	 4- 0	 0- 3	    90494.48	Ej Spelad	1.00	 1
 0- 0	 4- 0	 0- 4	   141070.56	Ej Spelad	1.00	 1
 0- 0	 4- 0	 1- 0	    10514.03	Ej Spelad	1.00	 1
 0- 0	 4- 0	 1- 1	    11217.66	Ej Spelad	1.00	 1
 0- 0	 4- 0	 1- 2	    21157.44	Ej Spelad	1.00	 1
 0- 0	 4- 0	 1- 3	    74965.00	Ej Spelad	1.00	 1
 0- 0	 4- 0	 2- 0	    33632.21	Ej Spelad	1.00	 1
 0- 0	 4- 0	 2- 1	    30557.00	Ej Spelad	1.00	 1
 0- 0	 4- 0	 2- 2	    63084.94	Ej Spelad	1.00	 1
 0- 0	 4- 0	 2- 3	   121050.75	Ej Spelad	1.00	 1
 0- 0	 4- 0	 3- 0	    61826.14	Ej Spelad	1.00	 1
 0- 0	 4- 0	 3- 1	    99759.03	Ej Spelad	1.00	 1
 0- 0	 4- 0	 3- 2	   155678.69	Ej Spelad	1.00	 1
 0- 0	 4- 0	 4- 1	   324418.44	Ej Spelad	1.00	 1
 0- 0	 4- 1	 0- 0	     8321.62	Ej Spelad	1.00	 1
 0- 0	 4- 1	 0- 1	    11161.71	Ej Spelad	1.00	 1
 0- 0	 4- 1	 0- 2	    30195.62	Ej Spelad	1.00	 1
 0- 0	 4- 1	 0- 3	    35336.04	Ej Spelad	1.00	 1
 0- 0	 4- 1	 1- 0	    11203.48	Ej Spelad	1.00	 1
 0- 0	 4- 1	 1- 1	    10585.00	Ej Spelad	1.00	 1
 0- 0	 4- 1	 1- 2	    25015.87	Ej Spelad	1.00	 1
 0- 0	 4- 1	 1- 3	   123939.31	Ej Spelad	1.00	 1
 0- 0	 4- 1	 2- 0	    30591.08	Ej Spelad	1.00	 1
 0- 0	 4- 1	 2- 1	    31532.71	Ej Spelad	1.00	 1
 0- 0	 4- 1	 2- 2	    40376.66	Ej Spelad	1.00	 1
 0- 0	 4- 1	 2- 3	   128439.82	Ej Spelad	1.00	 1
 0- 0	 4- 1	 3- 0	    99837.23	Ej Spelad	1.00	 1
 0- 0	 4- 1	 3- 1	    77807.76	Ej Spelad	1.00	 1
 0- 0	 4- 1	 3- 2	   194572.98	Ej Spelad	1.00	 1
 0- 0	 4- 1	 3- 3	   291696.81	Ej Spelad	1.00	 1
 0- 0	 4- 1	 4- 0	   324288.94	Ej Spelad	1.00	 1
 0- 0	 4- 1	 4- 1	   224604.20	Ej Spelad	1.00	 1
 0- 0	 4- 2	 0- 0	    22348.49	Ej Spelad	1.00	 1
 0- 0	 4- 2	 0- 1	    30221.69	Ej Spelad	1.00	 1
 0- 0	 4- 2	 0- 2	    23492.80	Ej Spelad	1.00	 1
 0- 0	 4- 2	 0- 3	   308889.41	Ej Spelad	1.00	 1
 0- 0	 4- 2	 1- 0	    21197.67	Ej Spelad	1.00	 1
 0- 0	 4- 2	 1- 1	    24984.45	Ej Spelad	1.00	 1
 0- 0	 4- 2	 1- 2	    82524.43	Ej Spelad	1.00	 1
 0- 0	 4- 2	 2- 0	    63008.54	Ej Spelad	1.00	 1
 0- 0	 4- 2	 2- 1	    40334.88	Ej Spelad	1.00	 1
 0- 0	 4- 2	 2- 2	    85685.03	Ej Spelad	1.00	 1
 0- 0	 4- 2	 3- 0	   155612.11	Ej Spelad	1.00	 1
 0- 0	 4- 2	 3- 1	   194526.50	Ej Spelad	1.00	 1
 0- 0	 4- 2	 3- 2	   194154.94	Ej Spelad	1.00	 1
 0- 0	 4- 3	 0- 0	    90444.13	Ej Spelad	1.00	 1
 0- 0	 4- 3	 0- 1	    35315.09	Ej Spelad	1.00	 1
 0- 0	 4- 3	 0- 2	   308105.91	Ej Spelad	1.00	 1
 0- 0	 4- 3	 1- 0	    75171.86	Ej Spelad	1.00	 1
 0- 0	 4- 3	 1- 1	   123879.05	Ej Spelad	1.00	 1
 0- 0	 4- 3	 2- 0	   121048.38	Ej Spelad	1.00	 1
 0- 0	 4- 3	 2- 1	   128398.41	Ej Spelad	1.00	 1
 0- 0	 4- 3	 3- 1	   291756.19	Ej Spelad	1.00	 1
 0- 0	 4- 4	 0- 0	   140964.20	Ej Spelad	1.00	 1
 0- 0	 5- 0	 0- 0	    52589.66	Ej Spelad	1.00	 1
 0- 0	 5- 0	 0- 1	    56021.32	Ej Spelad	1.00	 1
 0- 0	 5- 0	 0- 2	   105808.98	Ej Spelad	1.00	 1
 0- 0	 5- 0	 0- 3	   376480.66	Ej Spelad	1.00	 1
 0- 0	 5- 0	 1- 0	    84148.20	Ej Spelad	1.00	 1
 0- 0	 5- 0	 1- 1	    76370.65	Ej Spelad	1.00	 1
 0- 0	 5- 0	 1- 2	   157487.52	Ej Spelad	1.00	 1
 0- 0	 5- 0	 1- 3	   303179.63	Ej Spelad	1.00	 1
 0- 0	 5- 0	 2- 0	   102942.86	Ej Spelad	1.00	 1
 0- 0	 5- 0	 2- 1	   166310.97	Ej Spelad	1.00	 1
 0- 0	 5- 0	 2- 2	   259269.14	Ej Spelad	1.00	 1
 0- 0	 5- 1	 0- 0	    56094.95	Ej Spelad	1.00	 1
 0- 0	 5- 1	 0- 1	    52877.96	Ej Spelad	1.00	 1
 0- 0	 5- 1	 0- 2	   125534.59	Ej Spelad	1.00	 1
 0- 0	 5- 1	 1- 0	    76404.25	Ej Spelad	1.00	 1
 0- 0	 5- 1	 1- 1	    78835.92	Ej Spelad	1.00	 1
 0- 0	 5- 1	 1- 2	   100838.49	Ej Spelad	1.00	 1
 0- 0	 5- 1	 1- 3	   321612.09	Ej Spelad	1.00	 1
 0- 0	 5- 1	 2- 0	   166281.63	Ej Spelad	1.00	 1
 0- 0	 5- 1	 2- 1	   129697.36	Ej Spelad	1.00	 1
 0- 0	 5- 1	 2- 2	   324014.22	Ej Spelad	1.00	 1
 0- 0	 5- 1	 3- 1	   280684.63	Ej Spelad	1.00	 1
 0- 0	 5- 2	 0- 0	   106005.23	Ej Spelad	1.00	 1
 0- 0	 5- 2	 0- 1	   124980.04	Ej Spelad	1.00	 1
 0- 0	 5- 2	 1- 0	   157428.89	Ej Spelad	1.00	 1
 0- 0	 5- 2	 1- 1	   100961.16	Ej Spelad	1.00	 1
 0- 0	 5- 2	 1- 2	   214180.73	Ej Spelad	1.00	 1
 0- 0	 5- 2	 2- 0	   259483.95	Ej Spelad	1.00	 1
 0- 0	 5- 2	 2- 1	   324543.50	Ej Spelad	1.00	 1
 0- 0	 5- 2	 2- 2	   324213.03	Ej Spelad	1.00	 1
 0- 0	 5- 3	 0- 0	   376324.63	Ej Spelad	1.00	 1
 0- 0	 5- 3	 1- 0	   302903.00	Ej Spelad	1.00	 1
 0- 0	 5- 3	 1- 1	   321010.53	Ej Spelad	1.00	 1
 0- 0	 6- 0	 1- 0	   308721.00	Ej Spelad	1.00	 1
 0- 0	 6- 1	 1- 1	   389360.38	Ej Spelad	1.00	 1
 0- 1	 0- 0	 0- 0	      279.16	10.160	231.38	231
 0- 1	 0- 0	 0- 1	      369.97	 6.644	192.54	193
 0- 1	 0- 0	 0- 2	      692.94	 4.257	108.13	108
 0- 1	 0- 0	 0- 3	     2722.27	 3.386	27.34	27
 0- 1	 0- 0	 0- 4	     8948.75	 8.240	7.61	 8
 0- 1	 0- 0	 1- 1	      405.36	 6.064	178.49	178
 0- 1	 0- 0	 1- 2	      886.22	 3.328	83.85	84
 0- 1	 0- 0	 1- 3	     2497.29	 4.218	30.01	30
 0- 1	 0- 0	 1- 4	    18722.06	 3.939	4.01	 4
 0- 1	 0- 0	 2- 0	      769.31	 5.045	96.32	96
 0- 1	 0- 0	 2- 1	      580.32	 5.776	125.60	126
 0- 1	 0- 0	 2- 2	     2415.08	 1.527	19.17	19
 0- 1	 0- 0	 2- 3	     6512.37	 2.831	11.11	11
 0- 1	 0- 0	 2- 4	    25200.43	 2.926	2.89	 3
 0- 1	 0- 0	 3- 0	     2608.76	 7.067	26.99	27
 0- 1	 0- 0	 3- 1	     3173.88	 5.808	22.95	23
 0- 1	 0- 0	 3- 2	     2610.10	 7.063	26.98	27
 0- 1	 0- 0	 4- 0	     8328.19	 8.854	8.04	 8
 0- 1	 0- 0	 4- 1	    11148.77	 6.614	6.39	 6
 0- 1	 0- 0	 4- 2	    30244.95	 2.438	2.28	 2
 0- 1	 0- 0	 4- 3	    35375.52	 2.084	1.81	 2
 0- 1	 0- 1	 0- 0	      369.93	 6.874	191.34	191
 0- 1	 0- 1	 0- 1	      346.43	 5.068	213.80	214
 0- 1	 0- 1	 0- 2	      907.39	 2.257	73.59	74
 0- 1	 0- 1	 0- 3	     2236.72	 2.997	32.72	33
 0- 1	 0- 1	 0- 4	    14698.20	 5.017	5.04	 5
 0- 1	 0- 1	 1- 0	      405.32	 5.685	180.23	180
 0- 1	 0- 1	 1- 1	      443.21	 3.617	168.77	169
 0- 1	 0- 1	 1- 2	      832.61	 2.460	83.26	83
 0- 1	 0- 1	 1- 3	     4678.35	 1.751	11.84	12
 0- 1	 0- 1	 2- 0	      580.54	 5.774	125.56	126
 0- 1	 0- 1	 2- 1	     1207.58	 1.850	48.37	48
 0- 1	 0- 1	 2- 3	     6301.88	 1.950	9.68	10
 0- 1	 0- 1	 2- 4	    31396.44	 2.349	2.17	 2
 0- 1	 0- 1	 3- 0	     3175.73	 3.870	23.61	24
 0- 1	 0- 1	 3- 1	     1306.17	 3.764	57.37	57
 0- 1	 0- 1	 3- 2	     9359.21	 1.576	5.19	 5
 0- 1	 0- 1	 3- 3	    19039.80	 1.936	3.19	 3
 0- 1	 0- 1	 4- 0	    11162.13	 6.606	6.39	 6
 0- 1	 0- 1	 4- 1	    15122.82	 4.876	4.92	 5
 0- 1	 0- 1	 4- 2	    11769.08	 6.266	6.12	 6
 0- 1	 0- 2	 0- 0	      692.63	 4.629	107.75	108
 0- 1	 0- 2	 0- 1	      907.24	 2.197	72.58	73
 0- 1	 0- 2	 0- 4	    44101.23	 1.672	1.19	 1
 0- 1	 0- 2	 1- 0	      886.43	 3.781	84.54	85
 0- 1	 0- 2	 1- 1	      832.48	 2.394	82.38	82
 0- 1	 0- 2	 2- 0	     2415.64	 1.796	23.52	24
 0- 1	 0- 2	 3- 0	     2610.92	14.122	22.44	22
 0- 1	 0- 2	 3- 1	     9346.29	 3.945	8.02	 8
 0- 1	 0- 2	 3- 2	    12699.86	 1.935	4.77	 5
 0- 1	 0- 2	 3- 3	    42117.12	 1.751	1.31	 1
 0- 1	 0- 2	 4- 0	    30208.73	 2.441	2.29	 2
 0- 1	 0- 2	 4- 1	    11757.82	 6.272	6.12	 6
 0- 1	 0- 3	 0- 0	     2721.45	 5.420	27.01	27
 0- 1	 0- 3	 0- 1	     2236.91	 2.355	30.44	30
 0- 1	 0- 3	 1- 0	     2496.33	 5.908	29.10	29
 0- 1	 0- 3	 2- 0	     6506.79	 3.778	11.52	12
 0- 1	 0- 3	 3- 0	    28055.29	 2.629	2.53	 3
 0- 1	 0- 3	 4- 0	    35241.63	 2.093	1.82	 2
 0- 1	 0- 4	 0- 0	     8943.94	 8.246	7.61	 8
 0- 1	 0- 4	 0- 1	    14694.92	 5.019	5.05	 5
 0- 1	 0- 4	 0- 2	    44091.53	 1.673	1.19	 1
 0- 1	 0- 4	 1- 0	    18706.54	 3.942	4.01	 4
 0- 1	 0- 4	 1- 1	    24698.82	 2.986	2.96	 3
 0- 1	 0- 4	 2- 0	    25184.56	 2.928	2.89	 3
 0- 1	 0- 4	 2- 1	    31419.76	 2.347	2.16	 2
 0- 1	 1- 0	 0- 1	      405.52	Ej Spelad	1.00	 1
 0- 1	 1- 0	 0- 2	      886.19	Ej Spelad	1.00	 1
 0- 1	 1- 0	 0- 3	     2497.86	Ej Spelad	1.00	 1
 0- 1	 1- 0	 0- 4	    18692.21	Ej Spelad	1.00	 1
 0- 1	 1- 0	 0- 5	   123492.30	Ej Spelad	1.00	 1
 0- 1	 1- 0	 1- 0	      384.53	Ej Spelad	1.00	 1
 0- 1	 1- 0	 1- 1	      290.32	Ej Spelad	1.00	 1
 0- 1	 1- 0	 1- 2	     1208.07	Ej Spelad	1.00	 1
 0- 1	 1- 0	 1- 3	     3256.51	Ej Spelad	1.00	 1
 0- 1	 1- 0	 1- 4	    12602.15	Ej Spelad	1.00	 1
 0- 1	 1- 0	 1- 5	    78542.63	Ej Spelad	1.00	 1
 0- 1	 1- 0	 2- 0	      869.04	Ej Spelad	1.00	 1
 0- 1	 1- 0	 2- 1	     1057.66	Ej Spelad	1.00	 1
 0- 1	 1- 0	 2- 2	      871.48	Ej Spelad	1.00	 1
 0- 1	 1- 0	 2- 3	     9353.10	Ej Spelad	1.00	 1
 0- 1	 1- 0	 2- 4	    25375.94	Ej Spelad	1.00	 1
 0- 1	 1- 0	 2- 5	   140463.67	Ej Spelad	1.00	 1
 0- 1	 1- 0	 3- 0	     2082.23	Ej Spelad	1.00	 1
 0- 1	 1- 0	 3- 1	     2791.36	Ej Spelad	1.00	 1
 0- 1	 1- 0	 3- 2	     7557.64	Ej Spelad	1.00	 1
 0- 1	 1- 0	 3- 3	     8817.46	Ej Spelad	1.00	 1
 0- 1	 1- 0	 3- 4	   154500.86	Ej Spelad	1.00	 1
 0- 1	 1- 0	 4- 0	    11202.39	Ej Spelad	1.00	 1
 0- 1	 1- 0	 4- 1	    10587.15	Ej Spelad	1.00	 1
 0- 1	 1- 0	 4- 2	    25055.45	Ej Spelad	1.00	 1
 0- 1	 1- 0	 4- 3	   123973.25	Ej Spelad	1.00	 1
 0- 1	 1- 0	 5- 0	    76523.84	Ej Spelad	1.00	 1
 0- 1	 1- 0	 5- 1	    78803.27	Ej Spelad	1.00	 1
 0- 1	 1- 0	 5- 2	   100993.85	Ej Spelad	1.00	 1
 0- 1	 1- 0	 5- 3	   322215.91	Ej Spelad	1.00	 1
 0- 1	 1- 0	 6- 1	   389041.41	Ej Spelad	1.00	 1
 0- 1	 1- 1	 0- 0	      405.45	Ej Spelad	1.00	 1
 0- 1	 1- 1	 0- 1	      442.94	Ej Spelad	1.00	 1
 0- 1	 1- 1	 0- 2	      832.34	Ej Spelad	1.00	 1
 0- 1	 1- 1	 0- 3	     4678.37	Ej Spelad	1.00	 1
 0- 1	 1- 1	 0- 4	    24690.21	Ej Spelad	1.00	 1
 0- 1	 1- 1	 0- 5	   165421.94	Ej Spelad	1.00	 1
 0- 1	 1- 1	 0- 6	   372456.59	Ej Spelad	1.00	 1
 0- 1	 1- 1	 1- 0	      290.25	Ej Spelad	1.00	 1
 0- 1	 1- 1	 1- 1	      603.83	Ej Spelad	1.00	 1
 0- 1	 1- 1	 1- 2	     1085.19	Ej Spelad	1.00	 1
 0- 1	 1- 1	 1- 3	     3149.91	Ej Spelad	1.00	 1
 0- 1	 1- 1	 1- 4	    15701.16	Ej Spelad	1.00	 1
 0- 1	 1- 1	 1- 5	    99299.37	Ej Spelad	1.00	 1
 0- 1	 1- 1	 2- 0	     1057.50	Ej Spelad	1.00	 1
 0- 1	 1- 1	 2- 1	      435.56	Ej Spelad	1.00	 1
 0- 1	 1- 1	 2- 2	     3118.80	Ej Spelad	1.00	 1
 0- 1	 1- 1	 2- 3	     6344.69	Ej Spelad	1.00	 1
 0- 1	 1- 1	 2- 4	    28075.28	Ej Spelad	1.00	 1
 0- 1	 1- 1	 2- 5	   248228.52	Ej Spelad	1.00	 1
 0- 1	 1- 1	 3- 0	     2791.82	Ej Spelad	1.00	 1
 0- 1	 1- 1	 3- 1	     3775.80	Ej Spelad	1.00	 1
 0- 1	 1- 1	 3- 2	     2940.85	Ej Spelad	1.00	 1
 0- 1	 1- 1	 3- 3	    38624.68	Ej Spelad	1.00	 1
 0- 1	 1- 1	 3- 4	   126350.91	Ej Spelad	1.00	 1
 0- 1	 1- 1	 4- 0	    10587.26	Ej Spelad	1.00	 1
 0- 1	 1- 1	 4- 1	    12509.75	Ej Spelad	1.00	 1
 0- 1	 1- 1	 4- 2	    41322.64	Ej Spelad	1.00	 1
 0- 1	 1- 1	 5- 0	    78862.95	Ej Spelad	1.00	 1
 0- 1	 1- 1	 5- 1	    50460.37	Ej Spelad	1.00	 1
 0- 1	 1- 1	 5- 2	   107205.79	Ej Spelad	1.00	 1
 0- 1	 1- 1	 6- 0	   389891.66	Ej Spelad	1.00	 1
 0- 1	 1- 2	 0- 0	      886.31	Ej Spelad	1.00	 1
 0- 1	 1- 2	 0- 1	      832.23	Ej Spelad	1.00	 1
 0- 1	 1- 2	 0- 2	     3117.20	Ej Spelad	1.00	 1
 0- 1	 1- 2	 0- 3	    12347.15	Ej Spelad	1.00	 1
 0- 1	 1- 2	 0- 4	    66143.23	Ej Spelad	1.00	 1
 0- 1	 1- 2	 0- 5	   124120.32	Ej Spelad	1.00	 1
 0- 1	 1- 2	 1- 0	     1206.90	Ej Spelad	1.00	 1
 0- 1	 1- 2	 1- 1	     1085.63	Ej Spelad	1.00	 1
 0- 1	 1- 2	 1- 2	     2099.65	Ej Spelad	1.00	 1
 0- 1	 1- 2	 1- 3	     7849.68	Ej Spelad	1.00	 1
 0- 1	 1- 2	 1- 4	    39701.65	Ej Spelad	1.00	 1
 0- 1	 1- 2	 1- 5	   148818.05	Ej Spelad	1.00	 1
 0- 1	 1- 2	 2- 0	      871.42	Ej Spelad	1.00	 1
 0- 1	 1- 2	 2- 1	     3118.94	Ej Spelad	1.00	 1
 0- 1	 1- 2	 2- 2	     4225.45	Ej Spelad	1.00	 1
 0- 1	 1- 2	 2- 3	    14030.64	Ej Spelad	1.00	 1
 0- 1	 1- 2	 2- 4	    99229.48	Ej Spelad	1.00	 1
 0- 1	 1- 2	 3- 0	     7559.51	Ej Spelad	1.00	 1
 0- 1	 1- 2	 3- 1	     2936.26	Ej Spelad	1.00	 1
 0- 1	 1- 2	 3- 2	    25727.37	Ej Spelad	1.00	 1
 0- 1	 1- 2	 3- 3	    63101.68	Ej Spelad	1.00	 1
 0- 1	 1- 2	 3- 4	   357686.84	Ej Spelad	1.00	 1
 0- 1	 1- 2	 4- 0	    25031.15	Ej Spelad	1.00	 1
 0- 1	 1- 2	 4- 1	    41253.52	Ej Spelad	1.00	 1
 0- 1	 1- 2	 5- 0	   100729.65	Ej Spelad	1.00	 1
 0- 1	 1- 2	 5- 1	   107451.25	Ej Spelad	1.00	 1
 0- 1	 1- 3	 0- 0	     2497.15	Ej Spelad	1.00	 1
 0- 1	 1- 3	 0- 1	     4676.10	Ej Spelad	1.00	 1
 0- 1	 1- 3	 0- 2	    12350.44	Ej Spelad	1.00	 1
 0- 1	 1- 3	 0- 3	    49615.88	Ej Spelad	1.00	 1
 0- 1	 1- 3	 0- 4	    74388.86	Ej Spelad	1.00	 1
 0- 1	 1- 3	 1- 0	     3257.16	Ej Spelad	1.00	 1
 0- 1	 1- 3	 1- 1	     3149.76	Ej Spelad	1.00	 1
 0- 1	 1- 3	 1- 2	     7848.58	Ej Spelad	1.00	 1
 0- 1	 1- 3	 1- 3	    29776.26	Ej Spelad	1.00	 1
 0- 1	 1- 3	 1- 4	    89256.09	Ej Spelad	1.00	 1
 0- 1	 1- 3	 2- 0	     9356.31	Ej Spelad	1.00	 1
 0- 1	 1- 3	 2- 1	     6339.13	Ej Spelad	1.00	 1
 0- 1	 1- 3	 2- 2	    14019.88	Ej Spelad	1.00	 1
 0- 1	 1- 3	 2- 3	    74409.29	Ej Spelad	1.00	 1
 0- 1	 1- 3	 3- 0	     8813.18	Ej Spelad	1.00	 1
 0- 1	 1- 3	 3- 1	    38569.79	Ej Spelad	1.00	 1
 0- 1	 1- 3	 3- 2	    63147.92	Ej Spelad	1.00	 1
 0- 1	 1- 3	 3- 3	   268127.66	Ej Spelad	1.00	 1
 0- 1	 1- 3	 4- 0	   123740.93	Ej Spelad	1.00	 1
 0- 1	 1- 3	 5- 0	   320339.69	Ej Spelad	1.00	 1
 0- 1	 1- 4	 0- 0	    18690.37	Ej Spelad	1.00	 1
 0- 1	 1- 4	 0- 1	    24677.83	Ej Spelad	1.00	 1
 0- 1	 1- 4	 0- 2	    66151.24	Ej Spelad	1.00	 1
 0- 1	 1- 4	 0- 3	    74429.04	Ej Spelad	1.00	 1
 0- 1	 1- 4	 1- 0	    12600.56	Ej Spelad	1.00	 1
 0- 1	 1- 4	 1- 1	    15692.61	Ej Spelad	1.00	 1
 0- 1	 1- 4	 1- 2	    39698.43	Ej Spelad	1.00	 1
 0- 1	 1- 4	 1- 3	    89341.75	Ej Spelad	1.00	 1
 0- 1	 1- 4	 2- 0	    25345.99	Ej Spelad	1.00	 1
 0- 1	 1- 4	 2- 1	    28065.96	Ej Spelad	1.00	 1
 0- 1	 1- 4	 2- 2	    99291.69	Ej Spelad	1.00	 1
 0- 1	 1- 4	 3- 0	   154098.22	Ej Spelad	1.00	 1
 0- 1	 1- 4	 3- 1	   126363.78	Ej Spelad	1.00	 1
 0- 1	 1- 4	 3- 2	   357071.00	Ej Spelad	1.00	 1
 0- 1	 1- 5	 0- 0	   123516.30	Ej Spelad	1.00	 1
 0- 1	 1- 5	 0- 1	   165291.34	Ej Spelad	1.00	 1
 0- 1	 1- 5	 0- 2	   123983.45	Ej Spelad	1.00	 1
 0- 1	 1- 5	 1- 0	    78399.75	Ej Spelad	1.00	 1
 0- 1	 1- 5	 1- 1	    99109.52	Ej Spelad	1.00	 1
 0- 1	 1- 5	 1- 2	   148746.39	Ej Spelad	1.00	 1
 0- 1	 1- 5	 2- 0	   139990.09	Ej Spelad	1.00	 1
 0- 1	 1- 5	 2- 1	   248232.48	Ej Spelad	1.00	 1
 0- 1	 1- 6	 0- 1	   371819.81	Ej Spelad	1.00	 1
 0- 1	 2- 0	 0- 0	      769.21	Ej Spelad	1.00	 1
 0- 1	 2- 0	 0- 1	      580.54	Ej Spelad	1.00	 1
 0- 1	 2- 0	 0- 2	     2414.68	Ej Spelad	1.00	 1
 0- 1	 2- 0	 0- 3	     6517.10	Ej Spelad	1.00	 1
 0- 1	 2- 0	 0- 4	    25232.18	Ej Spelad	1.00	 1
 0- 1	 2- 0	 0- 5	   156868.00	Ej Spelad	1.00	 1
 0- 1	 2- 0	 1- 0	      869.42	Ej Spelad	1.00	 1
 0- 1	 2- 0	 1- 1	     1058.29	Ej Spelad	1.00	 1
 0- 1	 2- 0	 1- 2	      870.75	Ej Spelad	1.00	 1
 0- 1	 2- 0	 1- 3	     9350.25	Ej Spelad	1.00	 1
 0- 1	 2- 0	 1- 4	    25389.56	Ej Spelad	1.00	 1
 0- 1	 2- 0	 1- 5	   140353.50	Ej Spelad	1.00	 1
 0- 1	 2- 0	 2- 0	     1387.77	Ej Spelad	1.00	 1
 0- 1	 2- 0	 2- 1	     1861.29	Ej Spelad	1.00	 1
 0- 1	 2- 0	 2- 2	     5035.59	Ej Spelad	1.00	 1
 0- 1	 2- 0	 2- 3	     5880.34	Ej Spelad	1.00	 1
